# turn             x            px             y            py             z            pz   track state
   497   2.18203E-05   5.08750E-06   0.00000E+00   0.00000E+00  -6.25131E-04   1.70000E-02            -9
   498   2.21756E-06  -2.04903E-06   0.00000E+00   0.00000E+00  -6.26415E-04   1.70000E-02            -9
   499   4.29984E-05  -4.27171E-06   0.00000E+00   0.00000E+00  -6.27685E-04   1.70000E-02            -9
   500   4.64081E-05   3.74329E-06   0.00000E+00   0.00000E+00  -6.28915E-04   1.70000E-02            -9
   501   4.27140E-06   2.78751E-06   0.00000E+00   0.00000E+00  -6.30181E-04   1.70000E-02            -9
   502   1.75961E-05  -4.85288E-06   0.00000E+00   0.00000E+00  -6.31466E-04   1.70000E-02            -9
   503   5.44460E-05  -8.58172E-07   0.00000E+00   0.00000E+00  -6.32714E-04   1.70000E-02            -9
   504   2.64761E-05   5.19289E-06   0.00000E+00   0.00000E+00  -6.33953E-04   1.70000E-02            -9
   505   7.45517E-07  -1.20463E-06   0.00000E+00   0.00000E+00  -6.35235E-04   1.70000E-02            -9
   506   3.89263E-05  -4.71322E-06   0.00000E+00   0.00000E+00  -6.36509E-04   1.70000E-02            -9
   507   4.94990E-05   3.07471E-06   0.00000E+00   0.00000E+00  -6.37740E-04   1.70000E-02            -9
   508   7.11405E-06   3.49446E-06   0.00000E+00   0.00000E+00  -6.39001E-04   1.70000E-02            -9
   509   1.33777E-05  -4.46535E-06   0.00000E+00   0.00000E+00  -6.40287E-04   1.70000E-02            -9
   510   5.32776E-05  -1.71849E-06   0.00000E+00   0.00000E+00  -6.41540E-04   1.70000E-02            -9
   511   3.11594E-05   5.14628E-06   0.00000E+00   0.00000E+00  -6.42775E-04   1.70000E-02            -9
   512   5.35456E-08  -3.24907E-07   0.00000E+00   0.00000E+00  -6.44055E-04   1.70000E-02            -9
   513   3.45173E-05  -5.01690E-06   0.00000E+00   0.00000E+00  -6.45332E-04   1.70000E-02            -9
   514   5.19433E-05   2.31631E-06   0.00000E+00   0.00000E+00  -6.46565E-04   1.70000E-02            -9
   515   1.05506E-05   4.09897E-06   0.00000E+00   0.00000E+00  -6.47822E-04   1.70000E-02            -9
   516   9.57009E-06  -3.94699E-06   0.00000E+00   0.00000E+00  -6.49108E-04   1.70000E-02            -9
   517   5.13518E-05  -2.52861E-06   0.00000E+00   0.00000E+00  -6.50366E-04   1.70000E-02            -9
   518   3.57332E-05   4.94910E-06   0.00000E+00   0.00000E+00  -6.51598E-04   1.70000E-02            -9
   519   1.61868E-07   5.64348E-07   0.00000E+00   0.00000E+00  -6.52875E-04   1.70000E-02            -9
   520   2.99006E-05  -5.17383E-06   0.00000E+00   0.00000E+00  -6.54155E-04   1.70000E-02            -9
   521   5.36694E-05   1.49023E-06   0.00000E+00   0.00000E+00  -6.55391E-04   1.70000E-02            -9
   522   1.44806E-05   4.58337E-06   0.00000E+00   0.00000E+00  -6.56642E-04   1.70000E-02            -9
   523   6.28458E-06  -3.31295E-06   0.00000E+00   0.00000E+00  -6.57929E-04   1.70000E-02            -9
   524   4.87251E-05  -3.26486E-06   0.00000E+00   0.00000E+00  -6.59191E-04   1.70000E-02            -9
   525   4.00636E-05   4.60717E-06   0.00000E+00   0.00000E+00  -6.60422E-04   1.70000E-02            -9
   526   1.06732E-06   1.43705E-06   0.00000E+00   0.00000E+00  -6.61695E-04   1.70000E-02            -9
   527   2.52112E-05  -5.17938E-06   0.00000E+00   0.00000E+00  -6.62978E-04   1.70000E-02            -9
   528   5.46266E-05   6.20629E-07   0.00000E+00   0.00000E+00  -6.64217E-04   1.70000E-02            -9
   529   1.87892E-05   4.93349E-06   0.00000E+00   0.00000E+00  -6.65463E-04   1.70000E-02            -9
   530   3.61723E-06  -2.58180E-06   0.00000E+00   0.00000E+00  -6.66749E-04   1.70000E-02            -9
   531   4.54745E-05  -3.90572E-06   0.00000E+00   0.00000E+00  -6.68016E-04   1.70000E-02            -9
   532   4.40238E-05   4.13053E-06   0.00000E+00   0.00000E+00  -6.69246E-04   1.70000E-02            -9
   533   2.74344E-06   2.26761E-06   0.00000E+00   0.00000E+00  -6.70515E-04   1.70000E-02            -9
   534   2.05864E-05  -5.03331E-06   0.00000E+00   0.00000E+00  -6.71799E-04   1.70000E-02            -9
   535   5.47869E-05  -2.67099E-07   0.00000E+00   0.00000E+00  -6.73044E-04   1.70000E-02            -9
   536   2.33502E-05   5.13913E-06   0.00000E+00   0.00000E+00  -6.74285E-04   1.70000E-02            -9
   537   1.64603E-06  -1.77495E-06   0.00000E+00   0.00000E+00  -6.75569E-04   1.70000E-02            -9
   538   4.16951E-05  -4.43242E-06   0.00000E+00   0.00000E+00  -6.76840E-04   1.70000E-02            -9
   539   4.74978E-05   3.53316E-06   0.00000E+00   0.00000E+00  -6.78070E-04   1.70000E-02            -9
   540   5.14123E-06   3.03168E-06   0.00000E+00   0.00000E+00  -6.79335E-04   1.70000E-02            -9
   541   1.61614E-05  -4.73985E-06   0.00000E+00   0.00000E+00  -6.80621E-04   1.70000E-02            -9
   542   5.41456E-05  -1.14703E-06   0.00000E+00   0.00000E+00  -6.81870E-04   1.70000E-02            -9
   543   2.80303E-05   5.19431E-06   0.00000E+00   0.00000E+00  -6.83107E-04   1.70000E-02            -9
   544   4.28581E-07  -9.16044E-07   0.00000E+00   0.00000E+00  -6.84389E-04   1.70000E-02            -9
   545   3.74978E-05  -4.82954E-06   0.00000E+00   0.00000E+00  -6.85664E-04   1.70000E-02            -9
   546   5.03838E-05   2.83254E-06   0.00000E+00   0.00000E+00  -6.86896E-04   1.70000E-02            -9
   547   8.19062E-06   3.70687E-06   0.00000E+00   0.00000E+00  -6.88155E-04   1.70000E-02            -9
   548   1.20659E-05  -4.30756E-06   0.00000E+00   0.00000E+00  -6.89442E-04   1.70000E-02            -9
   549   5.27216E-05  -1.99345E-06   0.00000E+00   0.00000E+00  -6.90696E-04   1.70000E-02            -9
   550   3.26924E-05   5.09748E-06   0.00000E+00   0.00000E+00  -6.91930E-04   1.70000E-02            -9
   551   4.64509E-10  -3.02765E-08   0.00000E+00   0.00000E+00  -6.93209E-04   1.70000E-02            -9
   552   3.30053E-05  -5.08542E-06   0.00000E+00   0.00000E+00  -6.94487E-04   1.70000E-02            -9
   553   5.25972E-05   2.04916E-06   0.00000E+00   0.00000E+00  -6.95721E-04   1.70000E-02            -9
   554   1.18025E-05   4.27341E-06   0.00000E+00   0.00000E+00  -6.96976E-04   1.70000E-02            -9
   555   8.41949E-06  -3.74904E-06   0.00000E+00   0.00000E+00  -6.98262E-04   1.70000E-02            -9
   556   5.05564E-05  -2.78165E-06   0.00000E+00   0.00000E+00  -6.99521E-04   1.70000E-02            -9
   557   3.72002E-05   4.85152E-06   0.00000E+00   0.00000E+00  -7.00753E-04   1.70000E-02            -9
   558   3.74193E-07   8.56379E-07   0.00000E+00   0.00000E+00  -7.02029E-04   1.70000E-02            -9
   559   2.83494E-05  -5.19253E-06   0.00000E+00   0.00000E+00  -7.03310E-04   1.70000E-02            -9
   560   5.40733E-05   1.20593E-06   0.00000E+00   0.00000E+00  -7.04547E-04   1.70000E-02            -9
   561   1.58711E-05   4.71474E-06   0.00000E+00   0.00000E+00  -7.05797E-04   1.70000E-02            -9
   562   5.32883E-06  -3.08065E-06   0.00000E+00   0.00000E+00  -7.07083E-04   1.70000E-02            -9
   563   4.77137E-05  -3.48858E-06   0.00000E+00   0.00000E+00  -7.08347E-04   1.70000E-02            -9
   564   4.14217E-05   4.46368E-06   0.00000E+00   0.00000E+00  -7.09577E-04   1.70000E-02            -9
   565   1.53885E-06   1.71792E-06   0.00000E+00   0.00000E+00  -7.10849E-04   1.70000E-02            -9
   566   2.36662E-05  -5.14769E-06   0.00000E+00   0.00000E+00  -7.12132E-04   1.70000E-02            -9
   567   5.47686E-05   3.27468E-07   0.00000E+00   0.00000E+00  -7.13373E-04   1.70000E-02            -9
   568   2.02777E-05   5.01795E-06   0.00000E+00   0.00000E+00  -7.14618E-04   1.70000E-02            -9
   569   2.88428E-06  -2.32194E-06   0.00000E+00   0.00000E+00  -7.15903E-04   1.70000E-02            -9
   570   4.42767E-05  -4.09356E-06   0.00000E+00   0.00000E+00  -7.17171E-04   1.70000E-02            -9
   571   4.52331E-05   3.94534E-06   0.00000E+00   0.00000E+00  -7.18401E-04   1.70000E-02            -9
   572   3.46038E-06   2.52908E-06   0.00000E+00   0.00000E+00  -7.19669E-04   1.70000E-02            -9
   573   1.90928E-05  -4.95214E-06   0.00000E+00   0.00000E+00  -7.20954E-04   1.70000E-02            -9
   574   5.46629E-05  -5.60553E-07   0.00000E+00   0.00000E+00  -7.22200E-04   1.70000E-02            -9
   575   2.48931E-05   5.17422E-06   0.00000E+00   0.00000E+00  -7.23440E-04   1.70000E-02            -9
   576   1.15730E-06  -1.49514E-06   0.00000E+00   0.00000E+00  -7.24723E-04   1.70000E-02            -9
   577   4.03460E-05  -4.57890E-06   0.00000E+00   0.00000E+00  -7.25996E-04   1.70000E-02            -9
   578   4.85229E-05   3.31169E-06   0.00000E+00   0.00000E+00  -7.27226E-04   1.70000E-02            -9
   579   6.08265E-06   3.26609E-06   0.00000E+00   0.00000E+00  -7.28489E-04   1.70000E-02            -9
   580   1.47630E-05  -4.61157E-06   0.00000E+00   0.00000E+00  -7.29775E-04   1.70000E-02            -9
   581   5.37593E-05  -1.43220E-06   0.00000E+00   0.00000E+00  -7.31026E-04   1.70000E-02            -9
   582   2.95825E-05   5.17903E-06   0.00000E+00   0.00000E+00  -7.32262E-04   1.70000E-02            -9
   583   1.98348E-07  -6.24503E-07   0.00000E+00   0.00000E+00  -7.33543E-04   1.70000E-02            -9
   584   3.60368E-05  -4.93035E-06   0.00000E+00   0.00000E+00  -7.34819E-04   1.70000E-02            -9
   585   5.11947E-05   2.58127E-06   0.00000E+00   0.00000E+00  -7.36051E-04   1.70000E-02            -9
   586   9.32898E-06   3.90735E-06   0.00000E+00   0.00000E+00  -7.37309E-04   1.70000E-02            -9
   587   1.08034E-05  -4.13590E-06   0.00000E+00   0.00000E+00  -7.38596E-04   1.70000E-02            -9
   588   5.20841E-05  -2.26202E-06   0.00000E+00   0.00000E+00  -7.39852E-04   1.70000E-02            -9
   589   3.42085E-05   5.03230E-06   0.00000E+00   0.00000E+00  -7.41085E-04   1.70000E-02            -9
   590   3.54612E-08   2.64452E-07   0.00000E+00   0.00000E+00  -7.42363E-04   1.70000E-02            -9
   591   3.14754E-05  -5.13760E-06   0.00000E+00   0.00000E+00  -7.43642E-04   1.70000E-02            -9
   592   5.31701E-05   1.77544E-06   0.00000E+00   0.00000E+00  -7.44877E-04   1.70000E-02            -9
   593   1.31045E-05   4.43410E-06   0.00000E+00   0.00000E+00  -7.46130E-04   1.70000E-02            -9
   594   7.32994E-06  -3.53903E-06   0.00000E+00   0.00000E+00  -7.47416E-04   1.70000E-02            -9
   595   4.96866E-05  -3.02576E-06   0.00000E+00   0.00000E+00  -7.48677E-04   1.70000E-02            -9
   596   3.86358E-05   4.73835E-06   0.00000E+00   0.00000E+00  -7.49908E-04   1.70000E-02            -9
   597   6.73397E-07   1.14565E-06   0.00000E+00   0.00000E+00  -7.51182E-04   1.70000E-02            -9
   598   2.67952E-05  -5.19454E-06   0.00000E+00   0.00000E+00  -7.52465E-04   1.70000E-02            -9
   599   5.43914E-05   9.17751E-07   0.00000E+00   0.00000E+00  -7.53703E-04   1.70000E-02            -9
   600   1.72987E-05   4.83093E-06   0.00000E+00   0.00000E+00  -7.54951E-04   1.70000E-02            -9
   601   4.44406E-06  -2.83842E-06   0.00000E+00   0.00000E+00  -7.56237E-04   1.70000E-02            -9
   602   4.66370E-05  -3.70109E-06   0.00000E+00   0.00000E+00  -7.57502E-04   1.70000E-02            -9
   603   4.27347E-05   4.30585E-06   0.00000E+00   0.00000E+00  -7.58732E-04   1.70000E-02            -9
   604   2.09351E-06   1.99325E-06   0.00000E+00   0.00000E+00  -7.60002E-04   1.70000E-02            -9
   605   2.21332E-05  -5.09945E-06   0.00000E+00   0.00000E+00  -7.61287E-04   1.70000E-02            -9
   606   5.48227E-05   3.32573E-08   0.00000E+00   0.00000E+00  -7.62529E-04   1.70000E-02            -9
   607   2.17891E-05   5.08627E-06   0.00000E+00   0.00000E+00  -7.63772E-04   1.70000E-02            -9
   608   2.23015E-06  -2.05460E-06   0.00000E+00   0.00000E+00  -7.65057E-04   1.70000E-02            -9
   609   4.30246E-05  -4.26826E-06   0.00000E+00   0.00000E+00  -7.66327E-04   1.70000E-02            -9
   610   4.63851E-05   3.74748E-06   0.00000E+00   0.00000E+00  -7.67557E-04   1.70000E-02            -9
   611   4.25430E-06   2.78240E-06   0.00000E+00   0.00000E+00  -7.68823E-04   1.70000E-02            -9
   612   1.76259E-05  -4.85504E-06   0.00000E+00   0.00000E+00  -7.70108E-04   1.70000E-02            -9
   613   5.44513E-05  -8.52208E-07   0.00000E+00   0.00000E+00  -7.71355E-04   1.70000E-02            -9
   614   2.64442E-05   5.19268E-06   0.00000E+00   0.00000E+00  -7.72594E-04   1.70000E-02            -9
   615   7.52928E-07  -1.21052E-06   0.00000E+00   0.00000E+00  -7.73877E-04   1.70000E-02            -9
   616   3.89553E-05  -4.71067E-06   0.00000E+00   0.00000E+00  -7.75151E-04   1.70000E-02            -9
   617   4.94801E-05   3.07959E-06   0.00000E+00   0.00000E+00  -7.76382E-04   1.70000E-02            -9
   618   7.09261E-06   3.48998E-06   0.00000E+00   0.00000E+00  -7.77643E-04   1.70000E-02            -9
   619   1.34051E-05  -4.46844E-06   0.00000E+00   0.00000E+00  -7.78929E-04   1.70000E-02            -9
   620   5.32882E-05  -1.71278E-06   0.00000E+00   0.00000E+00  -7.80182E-04   1.70000E-02            -9
   621   3.11278E-05   5.14711E-06   0.00000E+00   0.00000E+00  -7.81417E-04   1.70000E-02            -9
   622   5.55580E-08  -3.30951E-07   0.00000E+00   0.00000E+00  -7.82697E-04   1.70000E-02            -9
   623   3.45482E-05  -5.01532E-06   0.00000E+00   0.00000E+00  -7.83974E-04   1.70000E-02            -9
   624   5.19291E-05   2.32172E-06   0.00000E+00   0.00000E+00  -7.85207E-04   1.70000E-02            -9
   625   1.05255E-05   4.09525E-06   0.00000E+00   0.00000E+00  -7.86463E-04   1.70000E-02            -9
   626   9.59433E-06  -3.95092E-06   0.00000E+00   0.00000E+00  -7.87750E-04   1.70000E-02            -9
   627   5.13674E-05  -2.52333E-06   0.00000E+00   0.00000E+00  -7.89007E-04   1.70000E-02            -9
   628   3.57028E-05   4.95094E-06   0.00000E+00   0.00000E+00  -7.90240E-04   1.70000E-02            -9
   629   1.58423E-07   5.58328E-07   0.00000E+00   0.00000E+00  -7.91516E-04   1.70000E-02            -9
   630   2.99324E-05  -5.17328E-06   0.00000E+00   0.00000E+00  -7.92797E-04   1.70000E-02            -9
   631   5.36602E-05   1.49602E-06   0.00000E+00   0.00000E+00  -7.94033E-04   1.70000E-02            -9
   632   1.44525E-05   4.58051E-06   0.00000E+00   0.00000E+00  -7.95284E-04   1.70000E-02            -9
   633   6.30493E-06  -3.31761E-06   0.00000E+00   0.00000E+00  -7.96570E-04   1.70000E-02            -9
   634   4.87452E-05  -3.26016E-06   0.00000E+00   0.00000E+00  -7.97833E-04   1.70000E-02            -9
   635   4.00353E-05   4.60997E-06   0.00000E+00   0.00000E+00  -7.99063E-04   1.70000E-02            -9
   636   1.05852E-06   1.43123E-06   0.00000E+00   0.00000E+00  -8.00336E-04   1.70000E-02            -9
   637   2.52430E-05  -5.17985E-06   0.00000E+00   0.00000E+00  -8.01619E-04   1.70000E-02            -9
   638   5.46228E-05   6.26632E-07   0.00000E+00   0.00000E+00  -8.02859E-04   1.70000E-02            -9
   639   1.87589E-05   4.93159E-06   0.00000E+00   0.00000E+00  -8.04105E-04   1.70000E-02            -9
   640   3.63310E-06  -2.58705E-06   0.00000E+00   0.00000E+00  -8.05391E-04   1.70000E-02            -9
   641   4.54985E-05  -3.90173E-06   0.00000E+00   0.00000E+00  -8.06658E-04   1.70000E-02            -9
   642   4.39984E-05   4.13420E-06   0.00000E+00   0.00000E+00  -8.07887E-04   1.70000E-02            -9
   643   2.72954E-06   2.26216E-06   0.00000E+00   0.00000E+00  -8.09156E-04   1.70000E-02            -9
   644   2.06173E-05  -5.03480E-06   0.00000E+00   0.00000E+00  -8.10441E-04   1.70000E-02            -9
   645   5.47885E-05  -2.61060E-07   0.00000E+00   0.00000E+00  -8.11685E-04   1.70000E-02            -9
   646   2.33186E-05   5.13823E-06   0.00000E+00   0.00000E+00  -8.12927E-04   1.70000E-02            -9
   647   1.65694E-06  -1.78064E-06   0.00000E+00   0.00000E+00  -8.14211E-04   1.70000E-02            -9
   648   4.17224E-05  -4.42926E-06   0.00000E+00   0.00000E+00  -8.15482E-04   1.70000E-02            -9
   649   4.74761E-05   3.53759E-06   0.00000E+00   0.00000E+00  -8.16712E-04   1.70000E-02            -9
   650   5.12264E-06   3.02676E-06   0.00000E+00   0.00000E+00  -8.17977E-04   1.70000E-02            -9
   651   1.61906E-05  -4.74233E-06   0.00000E+00   0.00000E+00  -8.19262E-04   1.70000E-02            -9
   652   5.41527E-05  -1.14113E-06   0.00000E+00   0.00000E+00  -8.20511E-04   1.70000E-02            -9
   653   2.79984E-05   5.19445E-06   0.00000E+00   0.00000E+00  -8.21749E-04   1.70000E-02            -9
   654   4.34221E-07  -9.22004E-07   0.00000E+00   0.00000E+00  -8.23031E-04   1.70000E-02            -9
   655   3.75275E-05  -4.82731E-06   0.00000E+00   0.00000E+00  -8.24306E-04   1.70000E-02            -9
   656   5.03664E-05   2.83760E-06   0.00000E+00   0.00000E+00  -8.25537E-04   1.70000E-02            -9
   657   8.16788E-06   3.70263E-06   0.00000E+00   0.00000E+00  -8.26797E-04   1.70000E-02            -9
   658   1.20924E-05  -4.31094E-06   0.00000E+00   0.00000E+00  -8.28083E-04   1.70000E-02            -9
   659   5.27338E-05  -1.98787E-06   0.00000E+00   0.00000E+00  -8.29337E-04   1.70000E-02            -9
   660   3.26611E-05   5.09865E-06   0.00000E+00   0.00000E+00  -8.30571E-04   1.70000E-02            -9
   661   6.68893E-10  -3.63318E-08   0.00000E+00   0.00000E+00  -8.31850E-04   1.70000E-02            -9
   662   3.30366E-05  -5.08418E-06   0.00000E+00   0.00000E+00  -8.33129E-04   1.70000E-02            -9
   663   5.25846E-05   2.05472E-06   0.00000E+00   0.00000E+00  -8.34363E-04   1.70000E-02            -9
   664   1.17762E-05   4.26997E-06   0.00000E+00   0.00000E+00  -8.35617E-04   1.70000E-02            -9
   665   8.44252E-06  -3.75323E-06   0.00000E+00   0.00000E+00  -8.36904E-04   1.70000E-02            -9
   666   5.05735E-05  -2.77654E-06   0.00000E+00   0.00000E+00  -8.38163E-04   1.70000E-02            -9
   667   3.71704E-05   4.85368E-06   0.00000E+00   0.00000E+00  -8.39395E-04   1.70000E-02            -9
   668   3.68956E-07   8.50406E-07   0.00000E+00   0.00000E+00  -8.40670E-04   1.70000E-02            -9
   669   2.83813E-05  -5.19232E-06   0.00000E+00   0.00000E+00  -8.41952E-04   1.70000E-02            -9
   670   5.40658E-05   1.21181E-06   0.00000E+00   0.00000E+00  -8.43189E-04   1.70000E-02            -9
   671   1.58422E-05   4.71219E-06   0.00000E+00   0.00000E+00  -8.44438E-04   1.70000E-02            -9
   672   5.34776E-06  -3.08552E-06   0.00000E+00   0.00000E+00  -8.45724E-04   1.70000E-02            -9
   673   4.77351E-05  -3.48409E-06   0.00000E+00   0.00000E+00  -8.46988E-04   1.70000E-02            -9
   674   4.13942E-05   4.46677E-06   0.00000E+00   0.00000E+00  -8.48218E-04   1.70000E-02            -9
   675   1.52832E-06   1.71220E-06   0.00000E+00   0.00000E+00  -8.49490E-04   1.70000E-02            -9
   676   2.36978E-05  -5.14851E-06   0.00000E+00   0.00000E+00  -8.50774E-04   1.70000E-02            -9
   677   5.47666E-05   3.33503E-07   0.00000E+00   0.00000E+00  -8.52015E-04   1.70000E-02            -9
   678   2.02468E-05   5.01638E-06   0.00000E+00   0.00000E+00  -8.53260E-04   1.70000E-02            -9
   679   2.89855E-06  -2.32735E-06   0.00000E+00   0.00000E+00  -8.54544E-04   1.70000E-02            -9
   680   4.43018E-05  -4.08983E-06   0.00000E+00   0.00000E+00  -8.55813E-04   1.70000E-02            -9
   681   4.52088E-05   3.94927E-06   0.00000E+00   0.00000E+00  -8.57043E-04   1.70000E-02            -9
   682   3.44488E-06   2.52379E-06   0.00000E+00   0.00000E+00  -8.58310E-04   1.70000E-02            -9
   683   1.91232E-05  -4.95397E-06   0.00000E+00   0.00000E+00  -8.59596E-04   1.70000E-02            -9
   684   5.46664E-05  -5.54541E-07   0.00000E+00   0.00000E+00  -8.60841E-04   1.70000E-02            -9
   685   2.48613E-05   5.17367E-06   0.00000E+00   0.00000E+00  -8.62081E-04   1.70000E-02            -9
   686   1.16649E-06  -1.50094E-06   0.00000E+00   0.00000E+00  -8.63364E-04   1.70000E-02            -9
   687   4.03741E-05  -4.57603E-06   0.00000E+00   0.00000E+00  -8.64637E-04   1.70000E-02            -9
   688   4.85025E-05   3.31635E-06   0.00000E+00   0.00000E+00  -8.65868E-04   1.70000E-02            -9
   689   6.06261E-06   3.26138E-06   0.00000E+00   0.00000E+00  -8.67131E-04   1.70000E-02            -9
   690   1.47913E-05  -4.61435E-06   0.00000E+00   0.00000E+00  -8.68417E-04   1.70000E-02            -9
   691   5.37681E-05  -1.42639E-06   0.00000E+00   0.00000E+00  -8.69667E-04   1.70000E-02            -9
   692   2.95507E-05   5.17952E-06   0.00000E+00   0.00000E+00  -8.70904E-04   1.70000E-02            -9
   693   2.02199E-07  -6.30514E-07   0.00000E+00   0.00000E+00  -8.72184E-04   1.70000E-02            -9
   694   3.60671E-05  -4.92844E-06   0.00000E+00   0.00000E+00  -8.73461E-04   1.70000E-02            -9
   695   5.11788E-05   2.58651E-06   0.00000E+00   0.00000E+00  -8.74693E-04   1.70000E-02            -9
   696   9.30500E-06   3.90336E-06   0.00000E+00   0.00000E+00  -8.75951E-04   1.70000E-02            -9
   697   1.08288E-05  -4.13956E-06   0.00000E+00   0.00000E+00  -8.77238E-04   1.70000E-02            -9
   698   5.20980E-05  -2.25657E-06   0.00000E+00   0.00000E+00  -8.78493E-04   1.70000E-02            -9
   699   3.41776E-05   5.03380E-06   0.00000E+00   0.00000E+00  -8.79726E-04   1.70000E-02            -9
   700   3.38569E-08   2.58404E-07   0.00000E+00   0.00000E+00  -8.81004E-04   1.70000E-02            -9
   701   3.15070E-05  -5.13670E-06   0.00000E+00   0.00000E+00  -8.82284E-04   1.70000E-02            -9
   702   5.31592E-05   1.78112E-06   0.00000E+00   0.00000E+00  -8.83519E-04   1.70000E-02            -9
   703   1.30773E-05   4.43094E-06   0.00000E+00   0.00000E+00  -8.84772E-04   1.70000E-02            -9
   704   7.35168E-06  -3.54346E-06   0.00000E+00   0.00000E+00  -8.86058E-04   1.70000E-02            -9
   705   4.97052E-05  -3.02084E-06   0.00000E+00   0.00000E+00  -8.87319E-04   1.70000E-02            -9
   706   3.86067E-05   4.74083E-06   0.00000E+00   0.00000E+00  -8.88550E-04   1.70000E-02            -9
   707   6.66384E-07   1.13974E-06   0.00000E+00   0.00000E+00  -8.89824E-04   1.70000E-02            -9
   708   2.68271E-05  -5.19467E-06   0.00000E+00   0.00000E+00  -8.91106E-04   1.70000E-02            -9
   709   5.43857E-05   9.23702E-07   0.00000E+00   0.00000E+00  -8.92345E-04   1.70000E-02            -9
   710   1.72691E-05   4.82870E-06   0.00000E+00   0.00000E+00  -8.93593E-04   1.70000E-02            -9
   711   4.46150E-06  -2.84349E-06   0.00000E+00   0.00000E+00  -8.94878E-04   1.70000E-02            -9
   712   4.66597E-05  -3.69684E-06   0.00000E+00   0.00000E+00  -8.96144E-04   1.70000E-02            -9
   713   4.27082E-05   4.30924E-06   0.00000E+00   0.00000E+00  -8.97374E-04   1.70000E-02            -9
   714   2.08130E-06   1.98766E-06   0.00000E+00   0.00000E+00  -8.98644E-04   1.70000E-02            -9
   715   2.21646E-05  -5.10060E-06   0.00000E+00   0.00000E+00  -8.99928E-04   1.70000E-02            -9
   716   5.48224E-05   3.93039E-08   0.00000E+00   0.00000E+00  -9.01171E-04   1.70000E-02            -9
   717   2.17579E-05   5.08503E-06   0.00000E+00   0.00000E+00  -9.02414E-04   1.70000E-02            -9
   718   2.24278E-06  -2.06016E-06   0.00000E+00   0.00000E+00  -9.03698E-04   1.70000E-02            -9
   719   4.30508E-05  -4.26481E-06   0.00000E+00   0.00000E+00  -9.04968E-04   1.70000E-02            -9
   720   4.63620E-05   3.75167E-06   0.00000E+00   0.00000E+00  -9.06198E-04   1.70000E-02            -9
   721   4.23724E-06   2.77729E-06   0.00000E+00   0.00000E+00  -9.07464E-04   1.70000E-02            -9
   722   1.76557E-05  -4.85720E-06   0.00000E+00   0.00000E+00  -9.08750E-04   1.70000E-02            -9
   723   5.44565E-05  -8.46242E-07   0.00000E+00   0.00000E+00  -9.09997E-04   1.70000E-02            -9
   724   2.64123E-05   5.19247E-06   0.00000E+00   0.00000E+00  -9.11236E-04   1.70000E-02            -9
   725   7.60375E-07  -1.21641E-06   0.00000E+00   0.00000E+00  -9.12518E-04   1.70000E-02            -9
   726   3.89842E-05  -4.70811E-06   0.00000E+00   0.00000E+00  -9.13792E-04   1.70000E-02            -9
   727   4.94612E-05   3.08446E-06   0.00000E+00   0.00000E+00  -9.15023E-04   1.70000E-02            -9
   728   7.07120E-06   3.48549E-06   0.00000E+00   0.00000E+00  -9.16285E-04   1.70000E-02            -9
   729   1.34326E-05  -4.47153E-06   0.00000E+00   0.00000E+00  -9.17571E-04   1.70000E-02            -9
   730   5.32987E-05  -1.70707E-06   0.00000E+00   0.00000E+00  -9.18823E-04   1.70000E-02            -9
   731   3.10961E-05   5.14793E-06   0.00000E+00   0.00000E+00  -9.20058E-04   1.70000E-02            -9
   732   5.76076E-08  -3.36994E-07   0.00000E+00   0.00000E+00  -9.21338E-04   1.70000E-02            -9
   733   3.45790E-05  -5.01374E-06   0.00000E+00   0.00000E+00  -9.22616E-04   1.70000E-02            -9
   734   5.19148E-05   2.32713E-06   0.00000E+00   0.00000E+00  -9.23849E-04   1.70000E-02            -9
   735   1.05003E-05   4.09152E-06   0.00000E+00   0.00000E+00  -9.25105E-04   1.70000E-02            -9
   736   9.61860E-06  -3.95485E-06   0.00000E+00   0.00000E+00  -9.26392E-04   1.70000E-02            -9
   737   5.13829E-05  -2.51804E-06   0.00000E+00   0.00000E+00  -9.27649E-04   1.70000E-02            -9
   738   3.56723E-05   4.95277E-06   0.00000E+00   0.00000E+00  -9.28881E-04   1.70000E-02            -9
   739   1.55015E-07   5.52308E-07   0.00000E+00   0.00000E+00  -9.30158E-04   1.70000E-02            -9
   740   2.99642E-05  -5.17271E-06   0.00000E+00   0.00000E+00  -9.31439E-04   1.70000E-02            -9
   741   5.36510E-05   1.50181E-06   0.00000E+00   0.00000E+00  -9.32675E-04   1.70000E-02            -9
   742   1.44244E-05   4.57765E-06   0.00000E+00   0.00000E+00  -9.33926E-04   1.70000E-02            -9
   743   6.32531E-06  -3.32227E-06   0.00000E+00   0.00000E+00  -9.35212E-04   1.70000E-02            -9
   744   4.87652E-05  -3.25545E-06   0.00000E+00   0.00000E+00  -9.36474E-04   1.70000E-02            -9
   745   4.00069E-05   4.61275E-06   0.00000E+00   0.00000E+00  -9.37705E-04   1.70000E-02            -9
   746   1.04975E-06   1.42541E-06   0.00000E+00   0.00000E+00  -9.38978E-04   1.70000E-02            -9
   747   2.52748E-05  -5.18032E-06   0.00000E+00   0.00000E+00  -9.40261E-04   1.70000E-02            -9
