# turn             x            px             y            py             z            pz   track state
   246   1.12993E-06  -1.47774E-06   0.00000E+00   0.00000E+00  -3.08798E-04   1.70000E-02            -9
   247   4.02615E-05  -4.58744E-06   0.00000E+00   0.00000E+00  -3.10070E-04   1.70000E-02            -9
   248   4.85839E-05   3.29769E-06   0.00000E+00   0.00000E+00  -3.11301E-04   1.70000E-02            -9
   249   6.14292E-06   3.28019E-06   0.00000E+00   0.00000E+00  -3.12564E-04   1.70000E-02            -9
   250   1.46781E-05  -4.60317E-06   0.00000E+00   0.00000E+00  -3.13850E-04   1.70000E-02            -9
   251   5.37327E-05  -1.44963E-06   0.00000E+00   0.00000E+00  -3.15101E-04   1.70000E-02            -9
   252   2.96780E-05   5.17755E-06   0.00000E+00   0.00000E+00  -3.16337E-04   1.70000E-02            -9
   253   1.87017E-07  -6.06465E-07   0.00000E+00   0.00000E+00  -3.17617E-04   1.70000E-02            -9
   254   3.59459E-05  -4.93605E-06   0.00000E+00   0.00000E+00  -3.18894E-04   1.70000E-02            -9
   255   5.12422E-05   2.56551E-06   0.00000E+00   0.00000E+00  -3.20126E-04   1.70000E-02            -9
   256   9.40106E-06   3.91930E-06   0.00000E+00   0.00000E+00  -3.21384E-04   1.70000E-02            -9
   257   1.07273E-05  -4.12488E-06   0.00000E+00   0.00000E+00  -3.22671E-04   1.70000E-02            -9
   258   5.20423E-05  -2.27834E-06   0.00000E+00   0.00000E+00  -3.23926E-04   1.70000E-02            -9
   259   3.43013E-05   5.02775E-06   0.00000E+00   0.00000E+00  -3.25160E-04   1.70000E-02            -9
   260   4.04969E-08   2.82593E-07   0.00000E+00   0.00000E+00  -3.26437E-04   1.70000E-02            -9
   261   3.13806E-05  -5.14028E-06   0.00000E+00   0.00000E+00  -3.27717E-04   1.70000E-02            -9
   262   5.32028E-05   1.75838E-06   0.00000E+00   0.00000E+00  -3.28952E-04   1.70000E-02            -9
   263   1.31862E-05   4.44354E-06   0.00000E+00   0.00000E+00  -3.30205E-04   1.70000E-02            -9
   264   7.26488E-06  -3.52571E-06   0.00000E+00   0.00000E+00  -3.31491E-04   1.70000E-02            -9
   265   4.96307E-05  -3.04049E-06   0.00000E+00   0.00000E+00  -3.32752E-04   1.70000E-02            -9
   266   3.87231E-05   4.73088E-06   0.00000E+00   0.00000E+00  -3.33983E-04   1.70000E-02            -9
   267   6.94653E-07   1.16336E-06   0.00000E+00   0.00000E+00  -3.35257E-04   1.70000E-02            -9
   268   2.66994E-05  -5.19412E-06   0.00000E+00   0.00000E+00  -3.36540E-04   1.70000E-02            -9
   269   5.44082E-05   8.99890E-07   0.00000E+00   0.00000E+00  -3.37778E-04   1.70000E-02            -9
   270   1.73878E-05   4.83759E-06   0.00000E+00   0.00000E+00  -3.39026E-04   1.70000E-02            -9
   271   4.39193E-06  -2.82319E-06   0.00000E+00   0.00000E+00  -3.40311E-04   1.70000E-02            -9
   272   4.65686E-05  -3.71380E-06   0.00000E+00   0.00000E+00  -3.41577E-04   1.70000E-02            -9
   273   4.28140E-05   4.29567E-06   0.00000E+00   0.00000E+00  -3.42807E-04   1.70000E-02            -9
   274   2.13037E-06   2.01002E-06   0.00000E+00   0.00000E+00  -3.44077E-04   1.70000E-02            -9
   275   2.20393E-05  -5.09594E-06   0.00000E+00   0.00000E+00  -3.45361E-04   1.70000E-02            -9
   276   5.48231E-05   1.51170E-08   0.00000E+00   0.00000E+00  -3.46604E-04   1.70000E-02            -9
   277   2.18829E-05   5.08995E-06   0.00000E+00   0.00000E+00  -3.47847E-04   1.70000E-02            -9
   278   2.19248E-06  -2.03790E-06   0.00000E+00   0.00000E+00  -3.49131E-04   1.70000E-02            -9
   279   4.29458E-05  -4.27859E-06   0.00000E+00   0.00000E+00  -3.50402E-04   1.70000E-02            -9
   280   4.64541E-05   3.73489E-06   0.00000E+00   0.00000E+00  -3.51631E-04   1.70000E-02            -9
   281   4.30568E-06   2.79773E-06   0.00000E+00   0.00000E+00  -3.52897E-04   1.70000E-02            -9
   282   1.75365E-05  -4.84855E-06   0.00000E+00   0.00000E+00  -3.54183E-04   1.70000E-02            -9
   283   5.44354E-05  -8.70097E-07   0.00000E+00   0.00000E+00  -3.55430E-04   1.70000E-02            -9
   284   2.65399E-05   5.19328E-06   0.00000E+00   0.00000E+00  -3.56669E-04   1.70000E-02            -9
   285   7.30803E-07  -1.19285E-06   0.00000E+00   0.00000E+00  -3.57951E-04   1.70000E-02            -9
   286   3.88683E-05  -4.71829E-06   0.00000E+00   0.00000E+00  -3.59226E-04   1.70000E-02            -9
   287   4.95368E-05   3.06496E-06   0.00000E+00   0.00000E+00  -3.60457E-04   1.70000E-02            -9
   288   7.15701E-06   3.50341E-06   0.00000E+00   0.00000E+00  -3.61718E-04   1.70000E-02            -9
   289   1.33229E-05  -4.45915E-06   0.00000E+00   0.00000E+00  -3.63004E-04   1.70000E-02            -9
   290   5.32564E-05  -1.72990E-06   0.00000E+00   0.00000E+00  -3.64256E-04   1.70000E-02            -9
   291   3.12226E-05   5.14460E-06   0.00000E+00   0.00000E+00  -3.65492E-04   1.70000E-02            -9
   292   4.96319E-08  -3.12820E-07   0.00000E+00   0.00000E+00  -3.66771E-04   1.70000E-02            -9
   293   3.44557E-05  -5.02003E-06   0.00000E+00   0.00000E+00  -3.68049E-04   1.70000E-02            -9
   294   5.19718E-05   2.30547E-06   0.00000E+00   0.00000E+00  -3.69282E-04   1.70000E-02            -9
   295   1.06010E-05   4.10640E-06   0.00000E+00   0.00000E+00  -3.70538E-04   1.70000E-02            -9
   296   9.52167E-06  -3.93910E-06   0.00000E+00   0.00000E+00  -3.71825E-04   1.70000E-02            -9
   297   5.13207E-05  -2.53917E-06   0.00000E+00   0.00000E+00  -3.73082E-04   1.70000E-02            -9
   298   3.57940E-05   4.94541E-06   0.00000E+00   0.00000E+00  -3.74315E-04   1.70000E-02            -9
   299   1.68869E-07   5.76386E-07   0.00000E+00   0.00000E+00  -3.75591E-04   1.70000E-02            -9
   300   2.98370E-05  -5.17493E-06   0.00000E+00   0.00000E+00  -3.76872E-04   1.70000E-02            -9
   301   5.36877E-05   1.47864E-06   0.00000E+00   0.00000E+00  -3.78108E-04   1.70000E-02            -9
   302   1.45370E-05   4.58906E-06   0.00000E+00   0.00000E+00  -3.79359E-04   1.70000E-02            -9
   303   6.24396E-06  -3.30362E-06   0.00000E+00   0.00000E+00  -3.80645E-04   1.70000E-02            -9
   304   4.86849E-05  -3.27426E-06   0.00000E+00   0.00000E+00  -3.81908E-04   1.70000E-02            -9
   305   4.01202E-05   4.60157E-06   0.00000E+00   0.00000E+00  -3.83138E-04   1.70000E-02            -9
   306   1.08503E-06   1.44869E-06   0.00000E+00   0.00000E+00  -3.84411E-04   1.70000E-02            -9
   307   2.51475E-05  -5.17840E-06   0.00000E+00   0.00000E+00  -3.85694E-04   1.70000E-02            -9
   308   5.46342E-05   6.08620E-07   0.00000E+00   0.00000E+00  -3.86934E-04   1.70000E-02            -9
   309   1.88498E-05   4.93727E-06   0.00000E+00   0.00000E+00  -3.88180E-04   1.70000E-02            -9
   310   3.58561E-06  -2.57128E-06   0.00000E+00   0.00000E+00  -3.89465E-04   1.70000E-02            -9
   311   4.54264E-05  -3.91368E-06   0.00000E+00   0.00000E+00  -3.90733E-04   1.70000E-02            -9
   312   4.40746E-05   4.12318E-06   0.00000E+00   0.00000E+00  -3.91962E-04   1.70000E-02            -9
   313   2.77134E-06   2.27850E-06   0.00000E+00   0.00000E+00  -3.93231E-04   1.70000E-02            -9
   314   2.05245E-05  -5.03029E-06   0.00000E+00   0.00000E+00  -3.94516E-04   1.70000E-02            -9
   315   5.47836E-05  -2.79176E-07   0.00000E+00   0.00000E+00  -3.95760E-04   1.70000E-02            -9
   316   2.34133E-05   5.14089E-06   0.00000E+00   0.00000E+00  -3.97002E-04   1.70000E-02            -9
   317   1.62431E-06  -1.76356E-06   0.00000E+00   0.00000E+00  -3.98285E-04   1.70000E-02            -9
   318   4.16406E-05  -4.43872E-06   0.00000E+00   0.00000E+00  -3.99557E-04   1.70000E-02            -9
   319   4.75412E-05   3.52428E-06   0.00000E+00   0.00000E+00  -4.00787E-04   1.70000E-02            -9
   320   5.17851E-06   3.04151E-06   0.00000E+00   0.00000E+00  -4.02051E-04   1.70000E-02            -9
   321   1.61033E-05  -4.73488E-06   0.00000E+00   0.00000E+00  -4.03337E-04   1.70000E-02            -9
   322   5.41315E-05  -1.15882E-06   0.00000E+00   0.00000E+00  -4.04586E-04   1.70000E-02            -9
   323   2.80941E-05   5.19401E-06   0.00000E+00   0.00000E+00  -4.05824E-04   1.70000E-02            -9
   324   4.17410E-07  -9.04121E-07   0.00000E+00   0.00000E+00  -4.07105E-04   1.70000E-02            -9
   325   3.74384E-05  -4.83399E-06   0.00000E+00   0.00000E+00  -4.08381E-04   1.70000E-02            -9
   326   5.04186E-05   2.82239E-06   0.00000E+00   0.00000E+00  -4.09612E-04   1.70000E-02            -9
   327   8.23619E-06   3.71535E-06   0.00000E+00   0.00000E+00  -4.10872E-04   1.70000E-02            -9
   328   1.20130E-05  -4.30077E-06   0.00000E+00   0.00000E+00  -4.12158E-04   1.70000E-02            -9
   329   5.26970E-05  -2.00462E-06   0.00000E+00   0.00000E+00  -4.13412E-04   1.70000E-02            -9
   330   3.27551E-05   5.09512E-06   0.00000E+00   0.00000E+00  -4.14646E-04   1.70000E-02            -9
   331   1.67224E-10  -1.81660E-08   0.00000E+00   0.00000E+00  -4.15925E-04   1.70000E-02            -9
   332   3.29428E-05  -5.08789E-06   0.00000E+00   0.00000E+00  -4.17204E-04   1.70000E-02            -9
   333   5.26224E-05   2.03804E-06   0.00000E+00   0.00000E+00  -4.18438E-04   1.70000E-02            -9
   334   1.18550E-05   4.28029E-06   0.00000E+00   0.00000E+00  -4.19692E-04   1.70000E-02            -9
   335   8.37351E-06  -3.74065E-06   0.00000E+00   0.00000E+00  -4.20979E-04   1.70000E-02            -9
   336   5.05222E-05  -2.79186E-06   0.00000E+00   0.00000E+00  -4.22238E-04   1.70000E-02            -9
   337   3.72598E-05   4.84718E-06   0.00000E+00   0.00000E+00  -4.23470E-04   1.70000E-02            -9
   338   3.84778E-07   8.68322E-07   0.00000E+00   0.00000E+00  -4.24745E-04   1.70000E-02            -9
   339   2.82856E-05  -5.19295E-06   0.00000E+00   0.00000E+00  -4.26027E-04   1.70000E-02            -9
   340   5.40880E-05   1.19416E-06   0.00000E+00   0.00000E+00  -4.27264E-04   1.70000E-02            -9
   341   1.59291E-05   4.71981E-06   0.00000E+00   0.00000E+00  -4.28513E-04   1.70000E-02            -9
   342   5.29107E-06  -3.07089E-06   0.00000E+00   0.00000E+00  -4.29799E-04   1.70000E-02            -9
   343   4.76707E-05  -3.49753E-06   0.00000E+00   0.00000E+00  -4.31063E-04   1.70000E-02            -9
   344   4.14765E-05   4.45748E-06   0.00000E+00   0.00000E+00  -4.32293E-04   1.70000E-02            -9
   345   1.56000E-06   1.72934E-06   0.00000E+00   0.00000E+00  -4.33565E-04   1.70000E-02            -9
   346   2.36029E-05  -5.14603E-06   0.00000E+00   0.00000E+00  -4.34849E-04   1.70000E-02            -9
   347   5.47726E-05   3.15398E-07   0.00000E+00   0.00000E+00  -4.36090E-04   1.70000E-02            -9
   348   2.03393E-05   5.02108E-06   0.00000E+00   0.00000E+00  -4.37334E-04   1.70000E-02            -9
   349   2.85585E-06  -2.31110E-06   0.00000E+00   0.00000E+00  -4.38619E-04   1.70000E-02            -9
   350   4.42263E-05  -4.10100E-06   0.00000E+00   0.00000E+00  -4.39888E-04   1.70000E-02            -9
   351   4.52816E-05   3.93746E-06   0.00000E+00   0.00000E+00  -4.41118E-04   1.70000E-02            -9
   352   3.49149E-06   2.53965E-06   0.00000E+00   0.00000E+00  -4.42385E-04   1.70000E-02            -9
   353   1.90319E-05  -4.94846E-06   0.00000E+00   0.00000E+00  -4.43670E-04   1.70000E-02            -9
   354   5.46560E-05  -5.72574E-07   0.00000E+00   0.00000E+00  -4.44916E-04   1.70000E-02            -9
   355   2.49567E-05   5.17531E-06   0.00000E+00   0.00000E+00  -4.46156E-04   1.70000E-02            -9
   356   1.13902E-06  -1.48354E-06   0.00000E+00   0.00000E+00  -4.47439E-04   1.70000E-02            -9
   357   4.02897E-05  -4.58460E-06   0.00000E+00   0.00000E+00  -4.48712E-04   1.70000E-02            -9
   358   4.85636E-05   3.30236E-06   0.00000E+00   0.00000E+00  -4.49943E-04   1.70000E-02            -9
   359   6.12280E-06   3.27550E-06   0.00000E+00   0.00000E+00  -4.51205E-04   1.70000E-02            -9
   360   1.47064E-05  -4.60598E-06   0.00000E+00   0.00000E+00  -4.52491E-04   1.70000E-02            -9
   361   5.37416E-05  -1.44382E-06   0.00000E+00   0.00000E+00  -4.53742E-04   1.70000E-02            -9
   362   2.96461E-05   5.17805E-06   0.00000E+00   0.00000E+00  -4.54978E-04   1.70000E-02            -9
   363   1.90757E-07  -6.12479E-07   0.00000E+00   0.00000E+00  -4.56259E-04   1.70000E-02            -9
   364   3.59762E-05  -4.93416E-06   0.00000E+00   0.00000E+00  -4.57536E-04   1.70000E-02            -9
   365   5.12264E-05   2.57076E-06   0.00000E+00   0.00000E+00  -4.58768E-04   1.70000E-02            -9
   366   9.37701E-06   3.91532E-06   0.00000E+00   0.00000E+00  -4.60026E-04   1.70000E-02            -9
   367   1.07527E-05  -4.12856E-06   0.00000E+00   0.00000E+00  -4.61312E-04   1.70000E-02            -9
   368   5.20562E-05  -2.27290E-06   0.00000E+00   0.00000E+00  -4.62568E-04   1.70000E-02            -9
   369   3.42704E-05   5.02927E-06   0.00000E+00   0.00000E+00  -4.63801E-04   1.70000E-02            -9
   370   3.87813E-08   2.76546E-07   0.00000E+00   0.00000E+00  -4.65079E-04   1.70000E-02            -9
   371   3.14122E-05  -5.13940E-06   0.00000E+00   0.00000E+00  -4.66359E-04   1.70000E-02            -9
   372   5.31919E-05   1.76407E-06   0.00000E+00   0.00000E+00  -4.67594E-04   1.70000E-02            -9
   373   1.31590E-05   4.44040E-06   0.00000E+00   0.00000E+00  -4.68846E-04   1.70000E-02            -9
   374   7.28654E-06  -3.53015E-06   0.00000E+00   0.00000E+00  -4.70133E-04   1.70000E-02            -9
   375   4.96494E-05  -3.03558E-06   0.00000E+00   0.00000E+00  -4.71394E-04   1.70000E-02            -9
   376   3.86940E-05   4.73338E-06   0.00000E+00   0.00000E+00  -4.72625E-04   1.70000E-02            -9
   377   6.87531E-07   1.15746E-06   0.00000E+00   0.00000E+00  -4.73899E-04   1.70000E-02            -9
   378   2.67314E-05  -5.19427E-06   0.00000E+00   0.00000E+00  -4.75181E-04   1.70000E-02            -9
   379   5.44026E-05   9.05845E-07   0.00000E+00   0.00000E+00  -4.76420E-04   1.70000E-02            -9
   380   1.73581E-05   4.83538E-06   0.00000E+00   0.00000E+00  -4.77667E-04   1.70000E-02            -9
   381   4.40928E-06  -2.82827E-06   0.00000E+00   0.00000E+00  -4.78953E-04   1.70000E-02            -9
   382   4.65914E-05  -3.70957E-06   0.00000E+00   0.00000E+00  -4.80219E-04   1.70000E-02            -9
   383   4.27876E-05   4.29907E-06   0.00000E+00   0.00000E+00  -4.81449E-04   1.70000E-02            -9
   384   2.11805E-06   2.00443E-06   0.00000E+00   0.00000E+00  -4.82719E-04   1.70000E-02            -9
   385   2.20706E-05  -5.09711E-06   0.00000E+00   0.00000E+00  -4.84003E-04   1.70000E-02            -9
   386   5.48230E-05   2.11638E-08   0.00000E+00   0.00000E+00  -4.85246E-04   1.70000E-02            -9
   387   2.18516E-05   5.08873E-06   0.00000E+00   0.00000E+00  -4.86489E-04   1.70000E-02            -9
   388   2.20500E-06  -2.04347E-06   0.00000E+00   0.00000E+00  -4.87773E-04   1.70000E-02            -9
   389   4.29721E-05  -4.27515E-06   0.00000E+00   0.00000E+00  -4.89043E-04   1.70000E-02            -9
   390   4.64311E-05   3.73909E-06   0.00000E+00   0.00000E+00  -4.90273E-04   1.70000E-02            -9
   391   4.28852E-06   2.79262E-06   0.00000E+00   0.00000E+00  -4.91539E-04   1.70000E-02            -9
   392   1.75663E-05  -4.85072E-06   0.00000E+00   0.00000E+00  -4.92825E-04   1.70000E-02            -9
   393   5.44407E-05  -8.64135E-07   0.00000E+00   0.00000E+00  -4.94072E-04   1.70000E-02            -9
   394   2.65080E-05   5.19309E-06   0.00000E+00   0.00000E+00  -4.95311E-04   1.70000E-02            -9
   395   7.38142E-07  -1.19874E-06   0.00000E+00   0.00000E+00  -4.96593E-04   1.70000E-02            -9
   396   3.88973E-05  -4.71576E-06   0.00000E+00   0.00000E+00  -4.97867E-04   1.70000E-02            -9
   397   4.95179E-05   3.06984E-06   0.00000E+00   0.00000E+00  -4.99098E-04   1.70000E-02            -9
   398   7.13551E-06   3.49894E-06   0.00000E+00   0.00000E+00  -5.00359E-04   1.70000E-02            -9
   399   1.33503E-05  -4.46225E-06   0.00000E+00   0.00000E+00  -5.01646E-04   1.70000E-02            -9
   400   5.32670E-05  -1.72420E-06   0.00000E+00   0.00000E+00  -5.02898E-04   1.70000E-02            -9
   401   3.11910E-05   5.14545E-06   0.00000E+00   0.00000E+00  -5.04133E-04   1.70000E-02            -9
   402   5.15702E-08  -3.18864E-07   0.00000E+00   0.00000E+00  -5.05413E-04   1.70000E-02            -9
   403   3.44865E-05  -5.01847E-06   0.00000E+00   0.00000E+00  -5.06691E-04   1.70000E-02            -9
   404   5.19576E-05   2.31089E-06   0.00000E+00   0.00000E+00  -5.07924E-04   1.70000E-02            -9
   405   1.05758E-05   4.10269E-06   0.00000E+00   0.00000E+00  -5.09180E-04   1.70000E-02            -9
   406   9.54587E-06  -3.94305E-06   0.00000E+00   0.00000E+00  -5.10466E-04   1.70000E-02            -9
   407   5.13363E-05  -2.53389E-06   0.00000E+00   0.00000E+00  -5.11724E-04   1.70000E-02            -9
   408   3.57636E-05   4.94726E-06   0.00000E+00   0.00000E+00  -5.12956E-04   1.70000E-02            -9
   409   1.65350E-07   5.70367E-07   0.00000E+00   0.00000E+00  -5.14233E-04   1.70000E-02            -9
   410   2.98688E-05  -5.17439E-06   0.00000E+00   0.00000E+00  -5.15514E-04   1.70000E-02            -9
   411   5.36785E-05   1.48444E-06   0.00000E+00   0.00000E+00  -5.16750E-04   1.70000E-02            -9
   412   1.45088E-05   4.58622E-06   0.00000E+00   0.00000E+00  -5.18001E-04   1.70000E-02            -9
   413   6.26425E-06  -3.30829E-06   0.00000E+00   0.00000E+00  -5.19287E-04   1.70000E-02            -9
   414   4.87050E-05  -3.26957E-06   0.00000E+00   0.00000E+00  -5.20549E-04   1.70000E-02            -9
   415   4.00919E-05   4.60437E-06   0.00000E+00   0.00000E+00  -5.21780E-04   1.70000E-02            -9
   416   1.07616E-06   1.44287E-06   0.00000E+00   0.00000E+00  -5.23053E-04   1.70000E-02            -9
   417   2.51794E-05  -5.17889E-06   0.00000E+00   0.00000E+00  -5.24336E-04   1.70000E-02            -9
   418   5.46304E-05   6.14625E-07   0.00000E+00   0.00000E+00  -5.25576E-04   1.70000E-02            -9
   419   1.88195E-05   4.93538E-06   0.00000E+00   0.00000E+00  -5.26822E-04   1.70000E-02            -9
   420   3.60140E-06  -2.57654E-06   0.00000E+00   0.00000E+00  -5.28107E-04   1.70000E-02            -9
   421   4.54505E-05  -3.90970E-06   0.00000E+00   0.00000E+00  -5.29374E-04   1.70000E-02            -9
   422   4.40492E-05   4.12686E-06   0.00000E+00   0.00000E+00  -5.30604E-04   1.70000E-02            -9
   423   2.75737E-06   2.27306E-06   0.00000E+00   0.00000E+00  -5.31873E-04   1.70000E-02            -9
   424   2.05554E-05  -5.03180E-06   0.00000E+00   0.00000E+00  -5.33158E-04   1.70000E-02            -9
   425   5.47853E-05  -2.73138E-07   0.00000E+00   0.00000E+00  -5.34402E-04   1.70000E-02            -9
   426   2.33818E-05   5.14001E-06   0.00000E+00   0.00000E+00  -5.35643E-04   1.70000E-02            -9
   427   1.63515E-06  -1.76925E-06   0.00000E+00   0.00000E+00  -5.36927E-04   1.70000E-02            -9
   428   4.16679E-05  -4.43557E-06   0.00000E+00   0.00000E+00  -5.38199E-04   1.70000E-02            -9
   429   4.75195E-05   3.52872E-06   0.00000E+00   0.00000E+00  -5.39429E-04   1.70000E-02            -9
   430   5.15986E-06   3.03660E-06   0.00000E+00   0.00000E+00  -5.40693E-04   1.70000E-02            -9
   431   1.61323E-05  -4.73737E-06   0.00000E+00   0.00000E+00  -5.41979E-04   1.70000E-02            -9
   432   5.41386E-05  -1.15292E-06   0.00000E+00   0.00000E+00  -5.43228E-04   1.70000E-02            -9
   433   2.80622E-05   5.19416E-06   0.00000E+00   0.00000E+00  -5.44465E-04   1.70000E-02            -9
   434   4.22977E-07  -9.10083E-07   0.00000E+00   0.00000E+00  -5.45747E-04   1.70000E-02            -9
   435   3.74681E-05  -4.83177E-06   0.00000E+00   0.00000E+00  -5.47022E-04   1.70000E-02            -9
   436   5.04012E-05   2.82746E-06   0.00000E+00   0.00000E+00  -5.48254E-04   1.70000E-02            -9
   437   8.21339E-06   3.71111E-06   0.00000E+00   0.00000E+00  -5.49513E-04   1.70000E-02            -9
   438   1.20395E-05  -4.30417E-06   0.00000E+00   0.00000E+00  -5.50800E-04   1.70000E-02            -9
   439   5.27093E-05  -1.99904E-06   0.00000E+00   0.00000E+00  -5.52054E-04   1.70000E-02            -9
   440   3.27238E-05   5.09631E-06   0.00000E+00   0.00000E+00  -5.53288E-04   1.70000E-02            -9
   441   2.97287E-10  -2.42213E-08   0.00000E+00   0.00000E+00  -5.54567E-04   1.70000E-02            -9
   442   3.29741E-05  -5.08666E-06   0.00000E+00   0.00000E+00  -5.55846E-04   1.70000E-02            -9
   443   5.26098E-05   2.04360E-06   0.00000E+00   0.00000E+00  -5.57080E-04   1.70000E-02            -9
   444   1.18287E-05   4.27685E-06   0.00000E+00   0.00000E+00  -5.58334E-04   1.70000E-02            -9
   445   8.39649E-06  -3.74485E-06   0.00000E+00   0.00000E+00  -5.59620E-04   1.70000E-02            -9
   446   5.05393E-05  -2.78675E-06   0.00000E+00   0.00000E+00  -5.60880E-04   1.70000E-02            -9
   447   3.72300E-05   4.84935E-06   0.00000E+00   0.00000E+00  -5.62111E-04   1.70000E-02            -9
   448   3.79467E-07   8.62351E-07   0.00000E+00   0.00000E+00  -5.63387E-04   1.70000E-02            -9
   449   2.83175E-05  -5.19274E-06   0.00000E+00   0.00000E+00  -5.64668E-04   1.70000E-02            -9
   450   5.40807E-05   1.20004E-06   0.00000E+00   0.00000E+00  -5.65906E-04   1.70000E-02            -9
   451   1.59001E-05   4.71728E-06   0.00000E+00   0.00000E+00  -5.67155E-04   1.70000E-02            -9
   452   5.30994E-06  -3.07577E-06   0.00000E+00   0.00000E+00  -5.68441E-04   1.70000E-02            -9
   453   4.76922E-05  -3.49306E-06   0.00000E+00   0.00000E+00  -5.69705E-04   1.70000E-02            -9
   454   4.14491E-05   4.46058E-06   0.00000E+00   0.00000E+00  -5.70935E-04   1.70000E-02            -9
   455   1.54941E-06   1.72363E-06   0.00000E+00   0.00000E+00  -5.72207E-04   1.70000E-02            -9
   456   2.36345E-05  -5.14686E-06   0.00000E+00   0.00000E+00  -5.73490E-04   1.70000E-02            -9
   457   5.47706E-05   3.21433E-07   0.00000E+00   0.00000E+00  -5.74732E-04   1.70000E-02            -9
   458   2.03085E-05   5.01952E-06   0.00000E+00   0.00000E+00  -5.75976E-04   1.70000E-02            -9
   459   2.87005E-06  -2.31652E-06   0.00000E+00   0.00000E+00  -5.77261E-04   1.70000E-02            -9
   460   4.42515E-05  -4.09728E-06   0.00000E+00   0.00000E+00  -5.78530E-04   1.70000E-02            -9
   461   4.52573E-05   3.94140E-06   0.00000E+00   0.00000E+00  -5.79759E-04   1.70000E-02            -9
   462   3.47592E-06   2.53437E-06   0.00000E+00   0.00000E+00  -5.81027E-04   1.70000E-02            -9
   463   1.90623E-05  -4.95031E-06   0.00000E+00   0.00000E+00  -5.82312E-04   1.70000E-02            -9
   464   5.46595E-05  -5.66564E-07   0.00000E+00   0.00000E+00  -5.83558E-04   1.70000E-02            -9
   465   2.49249E-05   5.17477E-06   0.00000E+00   0.00000E+00  -5.84798E-04   1.70000E-02            -9
   466   1.14814E-06  -1.48934E-06   0.00000E+00   0.00000E+00  -5.86081E-04   1.70000E-02            -9
   467   4.03178E-05  -4.58175E-06   0.00000E+00   0.00000E+00  -5.87354E-04   1.70000E-02            -9
   468   4.85432E-05   3.30703E-06   0.00000E+00   0.00000E+00  -5.88584E-04   1.70000E-02            -9
   469   6.10271E-06   3.27080E-06   0.00000E+00   0.00000E+00  -5.89847E-04   1.70000E-02            -9
   470   1.47347E-05  -4.60877E-06   0.00000E+00   0.00000E+00  -5.91133E-04   1.70000E-02            -9
   471   5.37504E-05  -1.43801E-06   0.00000E+00   0.00000E+00  -5.92384E-04   1.70000E-02            -9
   472   2.96143E-05   5.17855E-06   0.00000E+00   0.00000E+00  -5.93620E-04   1.70000E-02            -9
   473   1.94534E-07  -6.18492E-07   0.00000E+00   0.00000E+00  -5.94901E-04   1.70000E-02            -9
   474   3.60065E-05  -4.93226E-06   0.00000E+00   0.00000E+00  -5.96177E-04   1.70000E-02            -9
   475   5.12105E-05   2.57602E-06   0.00000E+00   0.00000E+00  -5.97410E-04   1.70000E-02            -9
   476   9.35298E-06   3.91134E-06   0.00000E+00   0.00000E+00  -5.98667E-04   1.70000E-02            -9
   477   1.07780E-05  -4.13223E-06   0.00000E+00   0.00000E+00  -5.99954E-04   1.70000E-02            -9
   478   5.20702E-05  -2.26746E-06   0.00000E+00   0.00000E+00  -6.01210E-04   1.70000E-02            -9
   479   3.42394E-05   5.03079E-06   0.00000E+00   0.00000E+00  -6.02443E-04   1.70000E-02            -9
   480   3.71027E-08   2.70499E-07   0.00000E+00   0.00000E+00  -6.03721E-04   1.70000E-02            -9
   481   3.14438E-05  -5.13850E-06   0.00000E+00   0.00000E+00  -6.05001E-04   1.70000E-02            -9
   482   5.31810E-05   1.76976E-06   0.00000E+00   0.00000E+00  -6.06235E-04   1.70000E-02            -9
   483   1.31317E-05   4.43725E-06   0.00000E+00   0.00000E+00  -6.07488E-04   1.70000E-02            -9
   484   7.30822E-06  -3.53459E-06   0.00000E+00   0.00000E+00  -6.08775E-04   1.70000E-02            -9
   485   4.96680E-05  -3.03067E-06   0.00000E+00   0.00000E+00  -6.10035E-04   1.70000E-02            -9
   486   3.86649E-05   4.73587E-06   0.00000E+00   0.00000E+00  -6.11266E-04   1.70000E-02            -9
   487   6.80446E-07   1.15156E-06   0.00000E+00   0.00000E+00  -6.12541E-04   1.70000E-02            -9
   488   2.67633E-05  -5.19441E-06   0.00000E+00   0.00000E+00  -6.13823E-04   1.70000E-02            -9
   489   5.43970E-05   9.11798E-07   0.00000E+00   0.00000E+00  -6.15061E-04   1.70000E-02            -9
   490   1.73284E-05   4.83316E-06   0.00000E+00   0.00000E+00  -6.16309E-04   1.70000E-02            -9
   491   4.42665E-06  -2.83335E-06   0.00000E+00   0.00000E+00  -6.17595E-04   1.70000E-02            -9
   492   4.66142E-05  -3.70533E-06   0.00000E+00   0.00000E+00  -6.18860E-04   1.70000E-02            -9
   493   4.27611E-05   4.30246E-06   0.00000E+00   0.00000E+00  -6.20090E-04   1.70000E-02            -9
   494   2.10576E-06   1.99884E-06   0.00000E+00   0.00000E+00  -6.21361E-04   1.70000E-02            -9
   495   2.21019E-05  -5.09828E-06   0.00000E+00   0.00000E+00  -6.22645E-04   1.70000E-02            -9
   496   5.48229E-05   2.72106E-08   0.00000E+00   0.00000E+00  -6.23888E-04   1.70000E-02            -9
