-0.05000   1
-0.04988   1
-0.04975   1
-0.04963   1
-0.04950   1
-0.04938   1
-0.04925   1
-0.04913   1
-0.04900   1
-0.04888   1
-0.04875   1
-0.04863   1
-0.04850   1
-0.04838   1
-0.04825   1
-0.04813   1
-0.04800   1
-0.04788   1
-0.04775   1
-0.04763   1
-0.04750   1
-0.04738   1
-0.04725   1
-0.04713   1
-0.04700   1
-0.04688   1
-0.04675   1
-0.04662   1
-0.04650   1
-0.04637   1
-0.04625   1
-0.04612   1
-0.04600   1
-0.04587   1
-0.04575   1
-0.04562   1
-0.04550   1
-0.04538   1
-0.04525   1
-0.04513   1
-0.04500   1
-0.04488   1
-0.04475   1
-0.04463   1
-0.04450   1
-0.04438   1
-0.04425   1
-0.04413   1
-0.04400   1
-0.04388   1
-0.04375   1
-0.04363   1
-0.04350   1
-0.04338   1
-0.04325   1
-0.04313   1
-0.04300   1
-0.04288   1
-0.04275   1
-0.04263   1
-0.04250   1
-0.04238   1
-0.04225   1
-0.04213   1
-0.04200   1
-0.04188   1
-0.04175   1
-0.04163   1
-0.04150   1
-0.04138   1
-0.04125   1
-0.04113   1
-0.04100   1
-0.04088   1
-0.04075   1
-0.04063   1
-0.04050   1
-0.04038   1
-0.04025   1
-0.04013   1
-0.04000   1
-0.03988   1
-0.03975   1
-0.03963   1
-0.03950   1
-0.03938   1
-0.03925   1
-0.03913   1
-0.03900   1
-0.03888   1
-0.03875   1
-0.03863   1
-0.03850   1
-0.03838   1
-0.03825   1
-0.03813   1
-0.03800   1
-0.03788   1
-0.03775   1
-0.03763   1
-0.03750   1
-0.03738   1
-0.03725   1
-0.03713   1
-0.03700   1
-0.03688   1
-0.03675   1
-0.03663   1
-0.03650   1
-0.03638   1
-0.03625   1
-0.03613   1
-0.03600   1
-0.03588   1
-0.03575   1
-0.03563   1
-0.03550   1
-0.03538   1
-0.03525   1
-0.03513   1
-0.03500   1
-0.03488   1
-0.03475   1
-0.03463   1
-0.03450   1
-0.03438   1
-0.03425   1
-0.03413   1
-0.03400   1
-0.03388   1
-0.03375   2
-0.03363   2
-0.03350   2
-0.03338   2
-0.03325   2
-0.03313   2
-0.03300   2
-0.03288   3
-0.03275   3
-0.03263   3
-0.03250   3
-0.03238   3
-0.03225   3
-0.03213   3
-0.03200   3
-0.03188   3
-0.03175   3
-0.03163   3
-0.03150   3
-0.03138   3
-0.03125   3
-0.03113   3
-0.03100   3
-0.03088   3
-0.03075   3
-0.03063   3
-0.03050   7
-0.03038   3
-0.03025   3
-0.03013   3
-0.03000   3
-0.02988   3
-0.02975   4
-0.02963   5
-0.02950   7
-0.02938   8
-0.02925   5
-0.02913   5
-0.02900   5
-0.02888   5
-0.02875   7
-0.02863   6
-0.02850   5
-0.02838   5
-0.02825   5
-0.02813   5
-0.02800   6
-0.02788   6
-0.02775   5
-0.02763   17
-0.02750   27
