  0.0000000E+00  1.4715561E-02
  5.0505050E-02  1.4713475E-02
  0.1010101      1.4707222E-02
  0.1515152      1.4696805E-02
  0.2020202      1.4682233E-02
  0.2525252      1.4663519E-02
  0.3030303      1.4640681E-02
  0.3535354      1.4613734E-02
  0.4040404      1.4582703E-02
  0.4545454      1.4547615E-02
  0.5050505      1.4508499E-02
  0.5555555      1.4465387E-02
  0.6060606      1.4418317E-02
  0.6565657      1.4367327E-02
  0.7070707      1.4312461E-02
  0.7575758      1.4253763E-02
  0.8080808      1.4191285E-02
  0.8585858      1.4125075E-02
  0.9090909      1.4055191E-02
  0.9595959      1.3981690E-02
   1.010101      1.3904630E-02
   1.060606      1.3824077E-02
   1.111111      1.3740097E-02
   1.161616      1.3652757E-02
   1.212121      1.3562127E-02
   1.262626      1.3468281E-02
   1.313131      1.3371295E-02
   1.363636      1.3271245E-02
   1.414141      1.3168211E-02
   1.464646      1.3062275E-02
   1.515152      1.2953519E-02
   1.565657      1.2842027E-02
   1.616162      1.2727888E-02
   1.666667      1.2611189E-02
   1.717172      1.2492019E-02
   1.767677      1.2370468E-02
   1.818182      1.2246629E-02
   1.868687      1.2120594E-02
   1.919192      1.1992456E-02
   1.969697      1.1862312E-02
   2.020202      1.1730254E-02
   2.070707      1.1596379E-02
   2.121212      1.1460784E-02
   2.171717      1.1323564E-02
   2.222222      1.1184817E-02
   2.272727      1.1044639E-02
   2.323232      1.0903127E-02
   2.373737      1.0760377E-02
   2.424242      1.0616488E-02
   2.474747      1.0471553E-02
   2.525253      1.0325672E-02
   2.575758      1.0178939E-02
   2.626263      1.0031446E-02
   2.676768      9.8832883E-03
   2.727273      9.7345607E-03
   2.777778      9.5853535E-03
   2.828283      9.4357580E-03
   2.878788      9.2858663E-03
   2.929293      9.1357641E-03
   2.979798      8.9855427E-03
   3.030303      8.8352859E-03
   3.080808      8.6850813E-03
   3.131313      8.5350098E-03
   3.181818      8.3851544E-03
   3.232323      8.2355971E-03
   3.282828      8.0864141E-03
   3.333333      7.9376847E-03
   3.383838      7.7894819E-03
   3.434343      7.6418798E-03
   3.484848      7.4949497E-03
   3.535353      7.3487633E-03
   3.585859      7.2033843E-03
   3.636364      7.0588817E-03
   3.686869      6.9153169E-03
   3.737374      6.7727529E-03
   3.787879      6.6312477E-03
   3.838384      6.4908592E-03
   3.888889      6.3516428E-03
   3.939394      6.2136510E-03
   3.989899      6.0769343E-03
   4.040404      5.9415419E-03
   4.090909      5.8075194E-03
   4.141414      5.6749117E-03
   4.191919      5.5437600E-03
   4.242424      5.4141064E-03
   4.292929      5.2859844E-03
   4.343434      5.1594321E-03
   4.393939      5.0344840E-03
   4.444444      4.9111694E-03
   4.494949      4.7895173E-03
   4.545455      4.6695541E-03
   4.595960      4.5513059E-03
   4.646464      4.4347965E-03
   4.696970      4.3200436E-03
   4.747475      4.2070667E-03
   4.797980      4.0958840E-03
   4.848485      3.9865104E-03
   4.898990      3.8789585E-03
   4.949495      3.7732371E-03
   5.000000      3.6693576E-03
