  0.0000000E+00  1.2576343E-04
  5.0505050E-02  1.8756879E-04
  0.1010101      2.7587055E-04
  0.1515152      4.0011940E-04
  0.2020202      5.7228497E-04
  0.2525252      8.0718688E-04
  0.3030303      1.1227301E-03
  0.3535354      1.5399784E-03
  0.4040404      2.0830196E-03
  0.4545454      2.7785026E-03
  0.5050505      3.6548304E-03
  0.5555555      4.7409181E-03
  0.6060606      6.0645239E-03
  0.6565657      7.6501486E-03
  0.7070707      9.5166015E-03
  0.7575758      1.1674352E-02
  0.8080808      1.4122858E-02
  0.8585858      1.6848115E-02
  0.9090909      1.9820698E-02
  0.9595959      2.2994582E-02
   1.010101      2.6306977E-02
   1.060606      2.9679416E-02
   1.111111      3.3020120E-02
   1.161616      3.6227711E-02
   1.212121      3.9196022E-02
   1.262626      4.1819800E-02
   1.313131      4.4000834E-02
   1.363636      4.5653991E-02
   1.414141      4.6712752E-02
   1.464646      4.7133654E-02
   1.515152      4.6899226E-02
   1.565657      4.6019208E-02
   1.616162      4.4529878E-02
   1.666667      4.2491570E-02
   1.717172      3.9984621E-02
   1.767677      3.7104115E-02
   1.818182      3.3953935E-02
   1.868687      3.0640585E-02
   1.919192      2.7267346E-02
   1.969697      2.3929169E-02
   2.020202      2.0708626E-02
   2.070707      1.7673140E-02
   2.121212      1.4873575E-02
   2.171717      1.2343990E-02
   2.222222      1.0102643E-02
   2.272727      8.1536695E-03
   2.323232      6.4894864E-03
   2.373737      5.0933794E-03
   2.424242      3.9422200E-03
   2.474747      3.0089500E-03
   2.525253      2.2647877E-03
   2.575758      1.6810446E-03
   2.626263      1.2304657E-03
   2.676768      8.8817650E-04
   2.727273      6.3221867E-04
   2.777778      4.4378755E-04
   2.828283      3.0719984E-04
   2.878788      2.0970385E-04
   2.929293      1.4116599E-04
   2.979798      9.3711620E-05
   3.030303      6.1347200E-05
   3.080808      3.9603721E-05
   3.131313      2.5212457E-05
   3.181818      1.5828298E-05
   3.232323      9.7992142E-06
   3.282828      5.9825588E-06
   3.333333      3.6018271E-06
   3.383838      2.1384369E-06
   3.434343      1.2520168E-06
   3.484848      7.2287378E-07
   3.535353      4.1157872E-07
   3.585859      2.3109064E-07
   3.636364      1.2795365E-07
   3.686869      6.9864996E-08
   3.737374      3.7618808E-08
   3.787879      1.9975161E-08
   3.838384      1.0459635E-08
   3.888889      5.4010627E-09
   3.939394      2.7503027E-09
   3.989899      1.3810886E-09
   4.040404      6.8391798E-10
   4.090909      3.3398129E-10
   4.141414      1.6083451E-10
   4.191919      7.6379229E-11
   4.242424      3.5769557E-11
   4.292929      1.6519112E-11
   4.343434      7.5231479E-12
   4.393939      3.3787079E-12
   4.444444      1.4963897E-12
   4.494949      6.5354352E-13
   4.545455      2.8147666E-13
   4.595960      1.1954992E-13
   4.646464      5.0072492E-14
   4.696970      2.0681594E-14
   4.747475      8.4238096E-15
   4.797980      3.3835332E-15
   4.848485      1.3402076E-15
   4.898990      5.2350114E-16
   4.949495      2.0164911E-16
   5.000000      7.6597527E-17
